compound,rt,inchi
Sphingomyelin_d18:0-C22:0,45.76,"InChI=1S/C45H93N2O6P/c1-6-8-10-12-14-16-18-20-21-22-23-24-25-27-29-31-33-35-37-39-45(49)46-43(42-53-54(50,51)52-41-40-47(3,4)5)44(48)38-36-34-32-30-28-26-19-17-15-13-11-9-7-2/h43-44,48H,6-42H2,1-5H3,(H-,46,49,50,51)/t43-,44+/m1/s1"
Phosphatidylethanolamine_16:1-20:4,13.05,"InChI=1S/C41H72NO8P/c1-3-5-7-9-11-13-15-17-18-19-20-22-24-26-28-30-32-34-41(44)50-39(38-49-51(45,46)48-36-35-42)37-47-40(43)33-31-29-27-25-23-21-16-14-12-10-8-6-4-2/h13,15,18-19,22,24,27-30,39H,3-12,14,16-17,20-21,23,25-26,31-38,42H2,1-2H3,(H,45,46)/b15-13-,19-18-,24-22-,29-27-,30-28-"
Phosphatidylcholine_15:0-22:5_/_17:1-20:4,14.74,"InChI=1S/2C45H80NO8P/c1-6-8-10-12-14-16-18-20-21-22-23-24-25-26-28-30-32-34-36-38-45(48)54-43(42-53-55(49,50)52-40-39-46(3,4)5)41-51-44(47)37-35-33-31-29-27-19-17-15-13-11-9-7-2;1-6-8-10-12-14-16-18-20-22-23-24-26-28-30-32-34-36-38-45(48)54-43(42-53-55(49,50)52-40-39-46(3,4)5)41-51-44(47)37-35-33-31-29-27-25-21-19-17-15-13-11-9-7-2/h14,16,20-21,23-24,26,28,32,34,43H,6-13,15,17-19,22,25,27,29-31,33,35-42H2,1-5H3;16,18,22-23,26,28,31-34,43H,6-15,17,19-21,24-25,27,29-30,35-42H2,1-5H3/b16-14-,21-20-,24-23-,28-26-,34-32-;18-16-,23-22-,28-26-,33-31-,34-32-"
Phosphatidylcholine_18:0-22:4,31.279999999999998,"InChI=1S/C48H88NO8P/c1-6-8-10-12-14-16-18-20-22-23-24-25-27-29-31-33-35-37-39-41-48(51)57-46(45-56-58(52,53)55-43-42-49(3,4)5)44-54-47(50)40-38-36-34-32-30-28-26-21-19-17-15-13-11-9-7-2/h20,22,24-25,29,31,35,37,46H,6-19,21,23,26-28,30,32-34,36,38-45H2,1-5H3/b22-20-,25-24-,31-29-,37-35-"
Phosphatidylcholine_16:0-17:1_/_15:0-18:1,22.009999999999998,"InChI=1S/2C41H80NO8P/c1-6-8-10-12-14-16-18-20-21-22-24-26-28-30-32-34-41(44)50-39(38-49-51(45,46)48-36-35-42(3,4)5)37-47-40(43)33-31-29-27-25-23-19-17-15-13-11-9-7-2;1-6-8-10-12-14-16-18-20-22-24-26-28-30-32-34-41(44)50-39(38-49-51(45,46)48-36-35-42(3,4)5)37-47-40(43)33-31-29-27-25-23-21-19-17-15-13-11-9-7-2/h2*28,30,39H,6-27,29,31-38H2,1-5H3/b2*30-28-"
Phosphatidylcholine_18:1-22:0,46.2,"InChI=1S/C48H94NO8P/c1-6-8-10-12-14-16-18-20-22-23-24-25-27-29-31-33-35-37-39-41-48(51)57-46(45-56-58(52,53)55-43-42-49(3,4)5)44-54-47(50)40-38-36-34-32-30-28-26-21-19-17-15-13-11-9-7-2/h34,36,46H,6-33,35,37-45H2,1-5H3/b36-34-"
Phosphatidylcholine_20:0-18:1,43.169999999999995,"InChI=1S/C46H90NO8P/c1-6-8-10-12-14-16-18-20-22-23-25-26-28-30-32-34-36-38-45(48)52-42-44(43-54-56(50,51)53-41-40-47(3,4)5)55-46(49)39-37-35-33-31-29-27-24-21-19-17-15-13-11-9-7-2/h33,35,44H,6-32,34,36-43H2,1-5H3/b35-33-"
Phosphatidylcholine_18:2-18:2,14.020000000000001,"InChI=1S/C44H80NO8P/c1-6-8-10-12-14-16-18-20-22-24-26-28-30-32-34-36-43(46)50-40-42(41-52-54(48,49)51-39-38-45(3,4)5)53-44(47)37-35-33-31-29-27-25-23-21-19-17-15-13-11-9-7-2/h24-27,30-33,42H,6-23,28-29,34-41H2,1-5H3/b26-24-,27-25-,32-30-,33-31-"
Phosphatidylethanolamine_18:2-20:5,10.729999999999999,"InChI=1S/C43H72NO8P/c1-3-5-7-9-11-13-15-17-19-20-22-24-26-28-30-32-34-36-43(46)52-41(40-51-53(47,48)50-38-37-44)39-49-42(45)35-33-31-29-27-25-23-21-18-16-14-12-10-8-6-4-2/h7,9,13,15,19-20,23-26,29-32,41H,3-6,8,10-12,14,16-18,21-22,27-28,33-40,44H2,1-2H3,(H,47,48)/b9-7-,15-13-,20-19-,25-23-,26-24-,31-29-,32-30-"
Phosphatidylcholine_lyso_14:0,1.95,"InChI=1S/C22H46NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-22(25)30-21(19-24)20-29-31(26,27)28-18-17-23(2,3)4/h21,24H,5-20H2,1-4H3"
Phosphatidylethanolamine_20:0-20:3,38.919999999999995,"InChI=1S/C45H84NO8P/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-31-33-35-37-44(47)51-41-43(42-53-55(49,50)52-40-39-46)54-45(48)38-36-34-32-30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h20,22,26,28,32,34,43H,3-19,21,23-25,27,29-31,33,35-42,46H2,1-2H3,(H,49,50)/b22-20-,28-26-,34-32-"
Phosphatidylcholine_17:0-16:0_/_18:0-15:0,31.64,"InChI=1S/2C41H82NO8P/c1-6-8-10-12-14-16-18-20-21-22-24-25-27-29-31-33-40(43)47-37-39(38-49-51(45,46)48-36-35-42(3,4)5)50-41(44)34-32-30-28-26-23-19-17-15-13-11-9-7-2;1-6-8-10-12-14-16-18-20-22-23-25-27-29-31-33-40(43)47-37-39(38-49-51(45,46)48-36-35-42(3,4)5)50-41(44)34-32-30-28-26-24-21-19-17-15-13-11-9-7-2/h2*39H,6-38H2,1-5H3"
Phosphatidylethanolamine_18:2-22:6,12.229999999999999,"InChI=1S/C45H74NO8P/c1-3-5-7-9-11-13-15-17-19-20-21-22-24-26-28-30-32-34-36-38-45(48)54-43(42-53-55(49,50)52-40-39-46)41-51-44(47)37-35-33-31-29-27-25-23-18-16-14-12-10-8-6-4-2/h5,7,11,13,17,19,21-22,25-28,31-34,43H,3-4,6,8-10,12,14-16,18,20,23-24,29-30,35-42,46H2,1-2H3,(H,49,50)/b7-5-,13-11-,19-17-,22-21-,27-25-,28-26-,33-31-,34-32-"
Phosphatidylcholine_18:0-16:0,35.830000000000005,"InChI=1S/C42H84NO8P/c1-6-8-10-12-14-16-18-20-21-23-24-26-28-30-32-34-41(44)48-38-40(39-50-52(46,47)49-37-36-43(3,4)5)51-42(45)35-33-31-29-27-25-22-19-17-15-13-11-9-7-2/h40H,6-39H2,1-5H3"
Phosphatidylethanolamine_20:0-20:4,35.730000000000004,"InChI=1S/C45H82NO8P/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-31-33-35-37-44(47)51-41-43(42-53-55(49,50)52-40-39-46)54-45(48)38-36-34-32-30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h14,16,20,22,26,28,32,34,43H,3-13,15,17-19,21,23-25,27,29-31,33,35-42,46H2,1-2H3,(H,49,50)/b16-14-,22-20-,28-26-,34-32-"
Phosphatidylcholine_18:2-22:6_/_20:4-20:4,11.51,"InChI=1S/2C48H80NO8P/c1-6-8-10-12-14-16-18-20-22-23-24-25-27-29-31-33-35-37-39-41-48(51)57-46(45-56-58(52,53)55-43-42-49(3,4)5)44-54-47(50)40-38-36-34-32-30-28-26-21-19-17-15-13-11-9-7-2;1-6-8-10-12-14-16-18-20-22-24-26-28-30-32-34-36-38-40-47(50)54-44-46(45-56-58(52,53)55-43-42-49(3,4)5)57-48(51)41-39-37-35-33-31-29-27-25-23-21-19-17-15-13-11-9-7-2/h8,10,14,16,20,22,24-25,28-31,34-37,46H,6-7,9,11-13,15,17-19,21,23,26-27,32-33,38-45H2,1-5H3;16-19,22-25,28-31,34-37,46H,6-15,20-21,26-27,32-33,38-45H2,1-5H3/b10-8-,16-14-,22-20-,25-24-,30-28-,31-29-,36-34-,37-35-;18-16-,19-17-,24-22-,25-23-,30-28-,31-29-,36-34-,37-35-"
Phosphatidylethanolamine_18:0-20:2,36.64,"InChI=1S/C43H82NO8P/c1-3-5-7-9-11-13-15-17-19-20-22-24-26-28-30-32-34-36-43(46)52-41(40-51-53(47,48)50-38-37-44)39-49-42(45)35-33-31-29-27-25-23-21-18-16-14-12-10-8-6-4-2/h24,26,30,32,41H,3-23,25,27-29,31,33-40,44H2,1-2H3,(H,47,48)/b26-24-,32-30-"
Phosphatidylcholine_alkyl_18:0-22:6,29.14,"InChI=1S/C48H86NO7P/c1-6-8-10-12-14-16-18-20-22-24-25-26-27-29-31-33-35-37-39-41-48(50)56-47(46-55-57(51,52)54-44-42-49(3,4)5)45-53-43-40-38-36-34-32-30-28-23-21-19-17-15-13-11-9-7-2/h8,10,14,16,20,22,25-26,29,31,35,37,47H,6-7,9,11-13,15,17-19,21,23-24,27-28,30,32-34,36,38-46H2,1-5H3/b10-8-,16-14-,22-20-,26-25-,31-29-,37-35-"
Phosphatidylethanolamine_22:0-18:1,46.78,"InChI=1S/C45H88NO8P/c1-3-5-7-9-11-13-15-17-19-20-21-22-24-25-27-29-31-33-35-37-44(47)51-41-43(42-53-55(49,50)52-40-39-46)54-45(48)38-36-34-32-30-28-26-23-18-16-14-12-10-8-6-4-2/h32,34,43H,3-31,33,35-42,46H2,1-2H3,(H,49,50)/b34-32-"
Phosphatidylserine_17:0-20:4,21.07,"InChI=1S/C44H78NO9P/c1-4-6-8-10-12-14-16-18-20-21-22-24-26-28-30-32-34-36-44(48)54-41(38-52-55(49,50)53-39-42(45)40(3)46)37-51-43(47)35-33-31-29-27-25-23-19-17-15-13-11-9-7-5-2/h14,16,20-21,24,26,30,32,41-42H,4-13,15,17-19,22-23,25,27-29,31,33-39,45H2,1-3H3,(H,49,50)/b16-14-,21-20-,26-24-,32-30-"
Phosphatidylserine_18:0-18:2,28.43,"InChI=1S/C43H80NO9P/c1-4-6-8-10-12-14-16-18-20-22-24-26-28-30-32-34-42(46)50-36-40(37-51-54(48,49)52-38-41(44)39(3)45)53-43(47)35-33-31-29-27-25-23-21-19-17-15-13-11-9-7-5-2/h23,25,29,31,40-41H,4-22,24,26-28,30,32-38,44H2,1-3H3,(H,48,49)/b25-23-,31-29-"
Phosphatidylethanolamine_24:4-22:6,19.64,"InChI=1S/C51H82NO8P/c1-3-5-7-9-11-13-15-17-19-21-23-24-26-27-29-31-33-35-37-39-41-43-50(53)57-47-49(48-59-61(55,56)58-46-45-52)60-51(54)44-42-40-38-36-34-32-30-28-25-22-20-18-16-14-12-10-8-6-4-2/h6,8,12,14,18,20-21,23,25-28,31-34,37-40,49H,3-5,7,9-11,13,15-17,19,22,24,29-30,35-36,41-48,52H2,1-2H3,(H,55,56)/b8-6-,14-12-,20-18-,23-21-,27-26-,28-25-,33-31-,34-32-,39-37-,40-38-"
Phosphatidylserine_18:0-20:5,20.36,"InChI=1S/C45H78NO9P/c1-4-6-8-10-12-14-16-18-20-21-23-25-27-29-31-33-35-37-45(49)55-42(39-53-56(50,51)54-40-43(46)41(3)47)38-52-44(48)36-34-32-30-28-26-24-22-19-17-15-13-11-9-7-5-2/h8,10,14,16,20-21,25,27,31,33,42-43H,4-7,9,11-13,15,17-19,22-24,26,28-30,32,34-40,46H2,1-3H3,(H,50,51)/b10-8-,16-14-,21-20-,27-25-,33-31-"
Phosphatidylserine_18:0-20:3,34.39,"InChI=1S/C45H82NO9P/c1-4-6-8-10-12-14-16-18-20-21-23-25-27-29-31-33-35-37-45(49)55-42(39-53-56(50,51)54-40-43(46)41(3)47)38-52-44(48)36-34-32-30-28-26-24-22-19-17-15-13-11-9-7-5-2/h20-21,25,27,31,33,42-43H,4-19,22-24,26,28-30,32,34-40,46H2,1-3H3,(H,50,51)/b21-20-,27-25-,33-31-"
Phosphatidylserine_18:0-20:4,23.57,"InChI=1S/C45H80NO9P/c1-4-6-8-10-12-14-16-18-20-21-23-25-27-29-31-33-35-37-45(49)55-42(39-53-56(50,51)54-40-43(46)41(3)47)38-52-44(48)36-34-32-30-28-26-24-22-19-17-15-13-11-9-7-5-2/h14,16,20-21,25,27,31,33,42-43H,4-13,15,17-19,22-24,26,28-30,32,34-40,46H2,1-3H3,(H,50,51)/b16-14-,21-20-,27-25-,33-31-"
Phosphatidylserine_22:6-22:6,9.639999999999999,"InChI=1S/C51H76NO9P/c1-4-6-8-10-12-14-16-18-20-22-24-26-28-30-32-34-36-38-40-42-50(54)58-44-48(45-59-62(56,57)60-46-49(52)47(3)53)61-51(55)43-41-39-37-35-33-31-29-27-25-23-21-19-17-15-13-11-9-7-5-2/h6-9,12-15,18-21,24-27,30-33,36-39,48-49H,4-5,10-11,16-17,22-23,28-29,34-35,40-46,52H2,1-3H3,(H,56,57)/b8-6-,9-7-,14-12-,15-13-,20-18-,21-19-,26-24-,27-25-,32-30-,33-31-,38-36-,39-37-"
Phosphatidylserine_19:0-22:6,27.029999999999998,"InChI=1S/C48H82NO9P/c1-4-6-8-10-12-14-16-18-20-22-23-24-26-28-30-32-34-36-38-40-48(52)58-45(42-56-59(53,54)57-43-46(49)44(3)50)41-55-47(51)39-37-35-33-31-29-27-25-21-19-17-15-13-11-9-7-5-2/h6,8,12,14,18,20,23-24,28,30,34,36,45-46H,4-5,7,9-11,13,15-17,19,21-22,25-27,29,31-33,35,37-43,49H2,1-3H3,(H,53,54)/b8-6-,14-12-,20-18-,24-23-,30-28-,36-34-"
Phosphatidylethanolamine_alkenyl_16:0-22:6,20.42,"InChI=1S/C43H74NO7P/c1-3-5-7-9-11-13-15-17-19-20-21-22-23-24-26-28-30-32-34-36-43(45)51-42(41-50-52(46,47)49-39-37-44)40-48-38-35-33-31-29-27-25-18-16-14-12-10-8-6-4-2/h5,7,11,13,17,19,21-22,24,26,30,32,35,38,42H,3-4,6,8-10,12,14-16,18,20,23,25,27-29,31,33-34,36-37,39-41,44H2,1-2H3,(H,46,47)/b7-5-,13-11-,19-17-,22-21-,26-24-,32-30-,38-35+"
Phosphatidylserine_18:0-22:6,21.45,"InChI=1S/C47H80NO9P/c1-4-6-8-10-12-14-16-18-20-21-22-23-25-27-29-31-33-35-37-39-47(51)57-44(41-55-58(52,53)56-42-45(48)43(3)49)40-54-46(50)38-36-34-32-30-28-26-24-19-17-15-13-11-9-7-5-2/h6,8,12,14,18,20,22-23,27,29,33,35,44-45H,4-5,7,9-11,13,15-17,19,21,24-26,28,30-32,34,36-42,48H2,1-3H3,(H,52,53)/b8-6-,14-12-,20-18-,23-22-,29-27-,35-33-"
Phosphatidylethanolamine_alkenyl_16:0-24:4,33.57,"InChI=1S/C45H82NO7P/c1-3-5-7-9-11-13-15-17-19-20-21-22-23-24-25-26-28-30-32-34-36-38-45(47)53-44(43-52-54(48,49)51-41-39-46)42-50-40-37-35-33-31-29-27-18-16-14-12-10-8-6-4-2/h20-21,23-24,26,28,32,34,37,40,44H,3-19,22,25,27,29-31,33,35-36,38-39,41-43,46H2,1-2H3,(H,48,49)/b21-20-,24-23-,28-26-,34-32-,40-37+"
Phosphatidylglyceride_18:1-22:5,10.31,"InChI=1S/C46H79O10P/c1-3-5-7-9-11-13-15-17-19-20-21-22-24-26-28-30-32-34-36-38-46(50)56-44(42-55-57(51,52)54-40-43(48)39-47)41-53-45(49)37-35-33-31-29-27-25-23-18-16-14-12-10-8-6-4-2/h11,13,17,19,21-22,26,28,31-34,43-44,47-48H,3-10,12,14-16,18,20,23-25,27,29-30,35-42H2,1-2H3,(H,51,52)/b13-11-,19-17-,22-21-,28-26-,33-31-,34-32-"
Phosphatidylethanolamine_alkenyl_17:0-20:4,26.740000000000002,"InChI=1S/C42H76NO7P/c1-3-5-7-9-11-13-15-17-19-20-21-23-25-27-29-31-33-35-42(44)50-41(40-49-51(45,46)48-38-36-43)39-47-37-34-32-30-28-26-24-22-18-16-14-12-10-8-6-4-2/h13,15,19-20,23,25,29,31,34,37,41H,3-12,14,16-18,21-22,24,26-28,30,32-33,35-36,38-40,43H2,1-2H3,(H,45,46)/b15-13-,20-19-,25-23-,31-29-,37-34+"
Phosphatidylglyceride_18:1-20:5,7.6899999999999995,"InChI=1S/C44H75O10P/c1-3-5-7-9-11-13-15-17-19-20-22-24-26-28-30-32-34-36-44(48)54-42(40-53-55(49,50)52-38-41(46)37-45)39-51-43(47)35-33-31-29-27-25-23-21-18-16-14-12-10-8-6-4-2/h7,9,13,15,19-20,24,26,29-32,41-42,45-46H,3-6,8,10-12,14,16-18,21-23,25,27-28,33-40H2,1-2H3,(H,49,50)/b9-7-,15-13-,20-19-,26-24-,31-29-,32-30-"
Phosphatidylcholine_14:0-18:2_/_16:1-16:1,13.35,"InChI=1S/2C40H76NO8P/c1-6-8-10-12-14-16-18-19-20-21-23-25-27-29-31-33-40(43)49-38(37-48-50(44,45)47-35-34-41(3,4)5)36-46-39(42)32-30-28-26-24-22-17-15-13-11-9-7-2;1-6-8-10-12-14-16-18-20-22-24-26-28-30-32-39(42)46-36-38(37-48-50(44,45)47-35-34-41(3,4)5)49-40(43)33-31-29-27-25-23-21-19-17-15-13-11-9-7-2/h21,23,27,29,38H,6-20,22,24-26,28,30-37H2,1-5H3;26-29,38H,6-25,30-37H2,1-5H3/b23-21-,29-27-;28-26-,29-27-"
Phosphatidylcholine_17:0-18:1_/_16:0-19:1,29.68,"InChI=1S/2C43H84NO8P/c1-6-8-10-12-14-16-18-20-21-22-24-26-28-30-32-34-36-43(46)52-41(40-51-53(47,48)50-38-37-44(3,4)5)39-49-42(45)35-33-31-29-27-25-23-19-17-15-13-11-9-7-2;1-6-8-10-12-14-16-18-20-22-24-26-28-30-32-34-36-43(46)52-41(40-51-53(47,48)50-38-37-44(3,4)5)39-49-42(45)35-33-31-29-27-25-23-21-19-17-15-13-11-9-7-2/h2*30,32,41H,6-29,31,33-40H2,1-5H3/b2*32-30-"
Phosphatidylcholine_16:0-16:1_/_14:0-18:1,18.81,"InChI=1S/2C40H78NO8P/c1-6-8-10-12-14-16-18-19-20-21-23-25-27-29-31-33-40(43)49-38(37-48-50(44,45)47-35-34-41(3,4)5)36-46-39(42)32-30-28-26-24-22-17-15-13-11-9-7-2;1-6-8-10-12-14-16-18-20-22-24-26-28-30-32-39(42)46-36-38(37-48-50(44,45)47-35-34-41(3,4)5)49-40(43)33-31-29-27-25-23-21-19-17-15-13-11-9-7-2/h2*27,29,38H,6-26,28,30-37H2,1-5H3/b2*29-27-"
Phosphatidylethanolamine_alkenyl_18:0-24:6,33.04,"InChI=1S/C47H82NO7P/c1-3-5-7-9-11-13-15-17-19-21-22-23-24-25-26-28-30-32-34-36-38-40-47(49)55-46(45-54-56(50,51)53-43-41-48)44-52-42-39-37-35-33-31-29-27-20-18-16-14-12-10-8-6-4-2/h9,11,15,17,21-22,24-25,28,30,34,36,39,42,46H,3-8,10,12-14,16,18-20,23,26-27,29,31-33,35,37-38,40-41,43-45,48H2,1-2H3,(H,50,51)/b11-9-,17-15-,22-21-,25-24-,30-28-,36-34-,42-39+"
Phosphatidylethanolamine_alkenyl_18:1-18:1,28.970000000000002,"InChI=1S/C41H78NO7P/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-31-33-36-46-38-40(39-48-50(44,45)47-37-35-42)49-41(43)34-32-30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h27-30,33,36,40H,3-26,31-32,34-35,37-39,42H2,1-2H3,(H,44,45)/b29-27-,30-28-,36-33+"
Phosphatidylethanolamine_alkenyl_18:1-24:4,32.309999999999995,"InChI=1S/C47H84NO7P/c1-3-5-7-9-11-13-15-17-19-21-22-23-24-25-26-28-30-32-34-36-38-40-47(49)55-46(45-54-56(50,51)53-43-41-48)44-52-42-39-37-35-33-31-29-27-20-18-16-14-12-10-8-6-4-2/h21-22,24-25,28,30,33-36,39,42,46H,3-20,23,26-27,29,31-32,37-38,40-41,43-45,48H2,1-2H3,(H,50,51)/b22-21-,25-24-,30-28-,35-33-,36-34-,42-39+"
Phosphatidylcholine_18:0-18:0_/_16:0-20:0,43.88,"InChI=1S/2C44H88NO8P/c1-6-8-10-12-14-16-18-20-21-22-23-25-27-29-31-33-35-37-44(47)53-42(41-52-54(48,49)51-39-38-45(3,4)5)40-50-43(46)36-34-32-30-28-26-24-19-17-15-13-11-9-7-2;1-6-8-10-12-14-16-18-20-22-24-26-28-30-32-34-36-43(46)50-40-42(41-52-54(48,49)51-39-38-45(3,4)5)53-44(47)37-35-33-31-29-27-25-23-21-19-17-15-13-11-9-7-2/h2*42H,6-41H2,1-5H3"
Phosphatidylcholine_18:0-20:0_/_16:0-22:0,47.75,"InChI=1S/2C46H92NO8P/c1-6-8-10-12-14-16-18-20-21-22-23-24-25-27-29-31-33-35-37-39-46(49)55-44(43-54-56(50,51)53-41-40-47(3,4)5)42-52-45(48)38-36-34-32-30-28-26-19-17-15-13-11-9-7-2;1-6-8-10-12-14-16-18-20-22-23-25-27-29-31-33-35-37-39-46(49)55-44(43-54-56(50,51)53-41-40-47(3,4)5)42-52-45(48)38-36-34-32-30-28-26-24-21-19-17-15-13-11-9-7-2/h2*44H,6-43H2,1-5H3"
Phosphatidylethanolamine_alkyl_16:0-18:1,33.01,"InChI=1S/C39H78NO7P/c1-3-5-7-9-11-13-15-17-19-20-22-24-26-28-30-32-39(41)47-38(37-46-48(42,43)45-35-33-40)36-44-34-31-29-27-25-23-21-18-16-14-12-10-8-6-4-2/h26,28,38H,3-25,27,29-37,40H2,1-2H3,(H,42,43)/b28-26-"
Phosphatidylethanolamine_alkyl_16:0-20:0,47.0,"InChI=1S/C41H84NO7P/c1-3-5-7-9-11-13-15-17-19-20-21-22-24-26-28-30-32-34-41(43)49-40(39-48-50(44,45)47-37-35-42)38-46-36-33-31-29-27-25-23-18-16-14-12-10-8-6-4-2/h40H,3-39,42H2,1-2H3,(H,44,45)"
Phosphatidylethanolamine_alkenyl_20:1-22:6,26.34,"InChI=1S/C47H80NO7P/c1-3-5-7-9-11-13-15-17-19-21-23-24-26-28-30-32-34-36-38-40-47(49)55-46(45-54-56(50,51)53-43-41-48)44-52-42-39-37-35-33-31-29-27-25-22-20-18-16-14-12-10-8-6-4-2/h5,7,11,13,17,19,23-24,28,30,33-36,39,42,46H,3-4,6,8-10,12,14-16,18,20-22,25-27,29,31-32,37-38,40-41,43-45,48H2,1-2H3,(H,50,51)/b7-5-,13-11-,19-17-,24-23-,30-28-,35-33-,36-34-,42-39+"
Phosphatidylethanolamine_alkyl_18:0-20:1,45.15,"InChI=1S/C43H86NO7P/c1-3-5-7-9-11-13-15-17-19-21-22-24-26-28-30-32-34-36-43(45)51-42(41-50-52(46,47)49-39-37-44)40-48-38-35-33-31-29-27-25-23-20-18-16-14-12-10-8-6-4-2/h30,32,42H,3-29,31,33-41,44H2,1-2H3,(H,46,47)/b32-30-"
Phosphatidylethanolamine_alkyl_18:1-22:1,44.03,"InChI=1S/C45H88NO7P/c1-3-5-7-9-11-13-15-17-19-21-22-23-24-26-28-30-32-34-36-38-45(47)53-44(43-52-54(48,49)51-41-39-46)42-50-40-37-35-33-31-29-27-25-20-18-16-14-12-10-8-6-4-2/h31-34,44H,3-30,35-43,46H2,1-2H3,(H,48,49)/b33-31-,34-32-"
Phosphatidylcholine_alkyl_18:0-18:1,39.88,"InChI=1S/C44H88NO7P/c1-6-8-10-12-14-16-18-20-22-24-26-28-30-32-34-36-39-49-41-43(42-51-53(47,48)50-40-38-45(3,4)5)52-44(46)37-35-33-31-29-27-25-23-21-19-17-15-13-11-9-7-2/h31,33,43H,6-30,32,34-42H2,1-5H3/b33-31-"
Phosphatidylethanolamine_22:4-22:6,14.92,"InChI=1S/C49H78NO8P/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-31-33-35-37-39-41-48(51)55-45-47(46-57-59(53,54)56-44-43-50)58-49(52)42-40-38-36-34-32-30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h6,8,12,14,17-20,23-26,29-32,35-38,47H,3-5,7,9-11,13,15-16,21-22,27-28,33-34,39-46,50H2,1-2H3,(H,53,54)/b8-6-,14-12-,19-17-,20-18-,25-23-,26-24-,31-29-,32-30-,37-35-,38-36-"
Phosphatidylserine_18:0-20:2,36.22,"InChI=1S/C45H84NO9P/c1-4-6-8-10-12-14-16-18-20-21-23-25-27-29-31-33-35-37-45(49)55-42(39-53-56(50,51)54-40-43(46)41(3)47)38-52-44(48)36-34-32-30-28-26-24-22-19-17-15-13-11-9-7-5-2/h25,27,31,33,42-43H,4-24,26,28-30,32,34-40,46H2,1-3H3,(H,50,51)/b27-25-,33-31-"
Phosphatidylinositol_18:0-22:4,24.92,"InChI=1S/C49H87O13P/c1-3-5-7-9-11-13-15-17-19-20-21-22-24-26-28-30-32-34-36-38-43(51)61-41(40-60-63(57,58)62-49-47(55)45(53)44(52)46(54)48(49)56)39-59-42(50)37-35-33-31-29-27-25-23-18-16-14-12-10-8-6-4-2/h17,19,21-22,26,28,32,34,41,44-49,52-56H,3-16,18,20,23-25,27,29-31,33,35-40H2,1-2H3,(H,57,58)/b19-17-,22-21-,28-26-,34-32-/t41?,44-,45-,46+,47-,48-,49-/m1/s1"
Phosphatidylserine_18:0-22:5,27.470000000000002,"InChI=1S/C47H82NO9P/c1-4-6-8-10-12-14-16-18-20-21-22-23-25-27-29-31-33-35-37-39-47(51)57-44(41-55-58(52,53)56-42-45(48)43(3)49)40-54-46(50)38-36-34-32-30-28-26-24-19-17-15-13-11-9-7-5-2/h12,14,18,20,22-23,27,29,33,35,44-45H,4-11,13,15-17,19,21,24-26,28,30-32,34,36-42,48H2,1-3H3,(H,52,53)/b14-12-,20-18-,23-22-,29-27-,35-33-"
Phosphatidylinositol_18:1-20:4,13.44,"InChI=1S/C47H81O13P/c1-3-5-7-9-11-13-15-17-19-20-22-24-26-28-30-32-34-36-41(49)59-39(38-58-61(55,56)60-47-45(53)43(51)42(50)44(52)46(47)54)37-57-40(48)35-33-31-29-27-25-23-21-18-16-14-12-10-8-6-4-2/h13,15,19-20,24,26,29-32,39,42-47,50-54H,3-12,14,16-18,21-23,25,27-28,33-38H2,1-2H3,(H,55,56)/b15-13-,20-19-,26-24-,31-29-,32-30-/t39?,42-,43-,44+,45-,46-,47-/m1/s1"
Phosphatidylserine_18:0-22:4,29.86,"InChI=1S/C47H84NO9P/c1-4-6-8-10-12-14-16-18-20-21-22-23-25-27-29-31-33-35-37-39-47(51)57-44(41-55-58(52,53)56-42-45(48)43(3)49)40-54-46(50)38-36-34-32-30-28-26-24-19-17-15-13-11-9-7-5-2/h18,20,22-23,27,29,33,35,44-45H,4-17,19,21,24-26,28,30-32,34,36-42,48H2,1-3H3,(H,52,53)/b20-18-,23-22-,29-27-,35-33-"
Phosphatidylserine_18:1-18:0_/_16:0-20:1,31.32,"InChI=1S/2C42H80NO10P/c1-3-5-7-9-11-13-15-17-18-19-20-22-24-26-28-30-32-34-41(45)53-38(36-51-54(48,49)52-37-39(43)42(46)47)35-50-40(44)33-31-29-27-25-23-21-16-14-12-10-8-6-4-2;1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-31-33-40(44)50-35-38(36-51-54(48,49)52-37-39(43)42(46)47)53-41(45)34-32-30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h28,30,38-39H,3-27,29,31-37,43H2,1-2H3,(H,46,47)(H,48,49);27,29,38-39H,3-26,28,30-37,43H2,1-2H3,(H,46,47)(H,48,49)/b30-28-;29-27-"
